tier,company,domain,jurisdiction,found_email_1,found_email_2,guessed_email,contact_page,linkedin,subject,lead_id
0,"European Data Protection Board (EDPB)",european.com,Privacy,,,info@european.com,https://european.com/contact,https://www.linkedin.com/search/results/companies/?keywords=European%20Data%20Protection%20Board%20(EDPB),"European Data Protection Board (EDPB): GDPR + AI Act interplay",T0-012
0,"US NIST AI Safety Institute",nist.gov,Evals,,,info@nist.gov,https://nist.gov/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20NIST%20AI%20Safety%20Institute,"US NIST AI Safety Institute: AI Risk Management Framework 1.0",T0-013
0,"US Department of Defense (DoD)",defense.gov,Defence,dma.websd@mail.mil,,info@defense.gov,https://defense.gov/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20Department%20of%20Defense%20(DoD),"US Department of Defense (DoD): Chief Digital and AI Office (CDAO)",T0-014
0,"US Department of Homeland Security (CISA)",cisa.gov,Cyber,contact@cisa.dhs.gov,contact@mail.cisa.dhs.gov,info@cisa.gov,https://cisa.gov/contact-us,https://www.linkedin.com/search/results/companies/?keywords=US%20Department%20of%20Homeland%20Security%20(CISA),"US Department of Homeland Security (CISA): AI Cybersecurity Playbook",T0-015
0,"US Federal Trade Commission (FTC)",ftc.gov,Regulator,,,info@ftc.gov,https://ftc.gov/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20Federal%20Trade%20Commission%20(FTC),"US Federal Trade Commission (FTC): AI consumer protection",T0-016
0,"US Securities & Exchange Commission (SEC)",sec.gov,Finance,,,info@sec.gov,,https://www.linkedin.com/search/results/companies/?keywords=US%20Securities%20%26%20Exchange%20Commission%20(SEC),"US Securities & Exchange Commission (SEC): AI in financial services",T0-017
0,"US Department of Energy (DOE)",energy.gov,Energy,jeff.beeman@acquia.com,the.secretary@hq.doe.gov,info@energy.gov,https://energy.gov/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20Department%20of%20Energy%20(DOE),"US Department of Energy (DOE): AI for science",T0-018
0,"US National Science Foundation (NSF)",nsf.gov,Research,data@nsf.gov,,info@nsf.gov,https://nsf.gov/contact-us,https://www.linkedin.com/search/results/companies/?keywords=US%20National%20Science%20Foundation%20(NSF),"US National Science Foundation (NSF): National AI Research Resource",T0-019
0,"US Office of Management and Budget (OMB)",whitehouse.gov,Policy,,,info@whitehouse.gov,https://whitehouse.gov/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20Office%20of%20Management%20and%20Budget%20(OMB),"US Office of Management and Budget (OMB): M-24-10 AI governance",T0-020
0,"NATO AI",nato.com,Defence,,,info@nato.com,,https://www.linkedin.com/search/results/companies/?keywords=NATO%20AI,"NATO AI: NATO AI Strategy 2021",T0-021
0,"Council of Europe (CoE) AI Treaty",council.com,Treaty,,,info@council.com,,https://www.linkedin.com/search/results/companies/?keywords=Council%20of%20Europe%20(CoE)%20AI%20Treaty,"Council of Europe (CoE) AI Treaty: AI Convention 2024 (signed by EU + UK + US + Israel)",T0-022
0,"OECD AI Policy Observatory",oecd.com,Policy,,,info@oecd.com,https://oecd.com/contact,https://www.linkedin.com/search/results/companies/?keywords=OECD%20AI%20Policy%20Observatory,"OECD AI Policy Observatory: AI Principles 2019",T0-023
0,"G7 Hiroshima AI Process",g7.com,Policy,,,info@g7.com,https://g7.com/contact,https://www.linkedin.com/search/results/companies/?keywords=G7%20Hiroshima%20AI%20Process,"G7 Hiroshima AI Process: Code of Conduct for Advanced AI",T0-024
0,"UN AI Advisory Body",un.com,Policy,,,info@un.com,https://un.com/contact,https://www.linkedin.com/search/results/companies/?keywords=UN%20AI%20Advisory%20Body,"UN AI Advisory Body: ""Governing AI for Humanity""",T0-025
0,"World Bank Digital",world.com,Development,,,info@world.com,https://world.com/contact,https://www.linkedin.com/search/results/companies/?keywords=World%20Bank%20Digital,"World Bank Digital: Digital Public Infrastructure",T0-026
0,"UK Defence AI Centre (DAIC)",gov.uk,Defence,,,info@gov.uk,https://gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20Defence%20AI%20Centre%20(DAIC),"UK Defence AI Centre (DAIC): £75M AI defence fund",T0-027
0,"UK Defence Science and Technology Laboratory (Dstl)",gov.uk,Defence,,,info@gov.uk,https://gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20Defence%20Science%20and%20Technology%20Laboratory%20(Dstl),"UK Defence Science and Technology Laboratory (Dstl): Sovereign defence AI research",T0-028
0,"UK Strategic Command",gov.uk,Defence,,,info@gov.uk,https://gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20Strategic%20Command,"UK Strategic Command: Defence AI strategy",T0-029
0,"AUKUS Pillar II Office",gov.uk,Defence,,,info@gov.uk,https://gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=AUKUS%20Pillar%20II%20Office,"AUKUS Pillar II Office: AI + quantum + hypersonics co-funding",T0-030
0,"Five Eyes AI Working Group",five.com,Defence,,,info@five.com,https://five.com/contact.html,https://www.linkedin.com/search/results/companies/?keywords=Five%20Eyes%20AI%20Working%20Group,"Five Eyes AI Working Group: AI interoperability",T0-031
0,"US Defense Innovation Unit (DIU)",diu.mil,Defence,info@diu.mil,,info@diu.mil,https://diu.mil/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20Defense%20Innovation%20Unit%20(DIU),"US Defense Innovation Unit (DIU): Commercial AI integration",T0-032
0,"US JAIC",defense.gov,Defence,dma.websd@mail.mil,,info@defense.gov,https://defense.gov/contact,https://www.linkedin.com/search/results/companies/?keywords=US%20JAIC,"US JAIC: Joint AI Center",T0-033
0,"NATO Innovation Hub",nato.com,Defence,,,info@nato.com,,https://www.linkedin.com/search/results/companies/?keywords=NATO%20Innovation%20Hub,"NATO Innovation Hub: Allied Command Transformation",T0-034
0,"UK Information Commissioner's Office (ICO)",gov.uk,Privacy,,,info@gov.uk,https://gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20Information%20Commissioner's%20Office%20(ICO),"UK Information Commissioner's Office (ICO): ICO25 AI strategy + sandbox",T0-035
0,"UK National Cyber Security Centre (NCSC)",ncsc.gov.uk,Cyber,,,info@ncsc.gov.uk,https://ncsc.gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20National%20Cyber%20Security%20Centre%20(NCSC),"UK National Cyber Security Centre (NCSC): AI cyber guidance",T0-036
0,"UK Financial Conduct Authority (FCA)",fca.org.uk,Finance,firm.queries@fca.org.uk,,info@fca.org.uk,https://fca.org.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20Financial%20Conduct%20Authority%20(FCA),"UK Financial Conduct Authority (FCA): AI in financial services",T0-037
0,"UK Medicines and Healthcare products Regulatory Agency (MHRA)",gov.uk,Health,,,info@gov.uk,https://gov.uk/contact,https://www.linkedin.com/search/results/companies/?keywords=UK%20Medicines%20and%20Healthcare%20products%20Regulatory%20Agency%20(MHRA),"UK Medicines and Healthcare products Regulatory Agency (MHRA): Software as Medical Device (SaMD)",T0-038
0,"Bank of England",bank.com,Finance,,,info@bank.com,,https://www.linkedin.com/search/results/companies/?keywords=Bank%20of%20England,"Bank of England: AI in financial stability",T0-039
0,"European Central Bank (ECB)",european.com,Finance,,,info@european.com,,https://www.linkedin.com/search/results/companies/?keywords=European%20Central%20Bank%20(ECB),"European Central Bank (ECB): AI in finance + euro",T0-040
1,"BAE Systems",bae.com,UK,,,info@bae.com,,https://www.linkedin.com/search/results/companies/?keywords=BAE%20Systems,"BAE Systems: DEFONEOS Crown RFQ + JSP 936",T1-001
1,"Rolls-Royce",rolls-royce.com,UK,government.relations@rolls-royce.com,,info@rolls-royce.com,https://rolls-royce.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=Rolls-Royce,"Rolls-Royce: Article 50 EU AI Act + sovereign compute",T1-002
1,"Leonardo",leonardo.com,Italy,,,info@leonardo.com,https://leonardo.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=Leonardo,"Leonardo: AUKUS Pillar II",T1-003
1,"Thales",thales.com,France,,,info@thales.com,https://thales.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Thales,"Thales: EU AI Act + sovereign cloud",T1-004
1,"Raytheon",raytheon.com,US,,,info@raytheon.com,,https://www.linkedin.com/search/results/companies/?keywords=Raytheon,"Raytheon: Charter Article 0 + capture-proof",T1-005
1,"Lockheed Martin",lockheed.com,US,,,info@lockheed.com,,https://www.linkedin.com/search/results/companies/?keywords=Lockheed%20Martin,"Lockheed Martin: DEFONEOS-SEAL credential",T1-006
1,"L3Harris",l3harris.com,US,,,info@l3harris.com,https://l3harris.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=L3Harris,"L3Harris: Sovereign substrate",T1-007
1,"Northrop Grumman",northrop.com,US,,,info@northrop.com,,https://www.linkedin.com/search/results/companies/?keywords=Northrop%20Grumman,"Northrop Grumman: JSP 936 + AUKUS",T1-008
1,"QinetiQ",qinetiq.com,UK,marketing@qinetiq.com,,info@qinetiq.com,https://qinetiq.com/contact,https://www.linkedin.com/search/results/companies/?keywords=QinetiQ,"QinetiQ: DEFONEOS Crown RFQ",T1-009
1,"BAE Systems (US)",bae.com,US,,,info@bae.com,,https://www.linkedin.com/search/results/companies/?keywords=BAE%20Systems%20(US),"BAE Systems (US): AUKUS + ITAR",T1-010
2,"ICO — AI Auditing Framework",ico.com,UK ICO,,,info@ico.com,,https://www.linkedin.com/search/results/companies/?keywords=ICO%20%E2%80%94%20AI%20Auditing%20Framework,"ICO — AI Auditing Framework: Sovereign wallet + privacy-first",T2-001
2,"NCSC — AI Cyber",ncsc.com,UK NCSC,,,info@ncsc.com,,https://www.linkedin.com/search/results/companies/?keywords=NCSC%20%E2%80%94%20AI%20Cyber,"NCSC — AI Cyber: Gods-Eye CISO",T2-002
2,"FCA — AI in Finance",fca.com,UK FCA,customerservice@fca.com,,info@fca.com,,https://www.linkedin.com/search/results/companies/?keywords=FCA%20%E2%80%94%20AI%20in%20Finance,"FCA — AI in Finance: DORA + MiFID II + Sovereign",T2-003
2,"CMA — AI in Markets",cma.com,UK CMA,,,info@cma.com,,https://www.linkedin.com/search/results/companies/?keywords=CMA%20%E2%80%94%20AI%20in%20Markets,"CMA — AI in Markets: Charter Article 0 + capture-proof",T2-004
2,"MHRA — SaMD",mhra.com,UK MHRA,,,info@mhra.com,,https://www.linkedin.com/search/results/companies/?keywords=MHRA%20%E2%80%94%20SaMD,"MHRA — SaMD: HIPAA + MDR + 23andMe sovereignty",T2-005
2,"HSE — AI in Workplace",hse.com,UK HSE,service@hse.de,,info@hse.com,https://hse.com/contact,https://www.linkedin.com/search/results/companies/?keywords=HSE%20%E2%80%94%20AI%20in%20Workplace,"HSE — AI in Workplace: 100/100 alignment",T2-006
2,"Ofcom — Online Safety",ofcom.com,UK Ofcom,,,info@ofcom.com,,https://www.linkedin.com/search/results/companies/?keywords=Ofcom%20%E2%80%94%20Online%20Safety,"Ofcom — Online Safety: Article 50 EU AI Act",T2-007
2,"UK Statistics Authority — AI",statisticsauthority.gov.uk,UKSA,authority.enquiries@statistics.gov.uk,press@statistics.gov.uk,info@statisticsauthority.gov.uk,https://statisticsauthority.gov.uk/contact-us,https://www.linkedin.com/search/results/companies/?keywords=UK%20Statistics%20Authority%20%E2%80%94%20AI,"UK Statistics Authority — AI: Charter Article 0 + sovereign",T2-008
2,"EU AI Office",europa.eu,EU Commission,,,info@europa.eu,https://europa.eu/contact,https://www.linkedin.com/search/results/companies/?keywords=EU%20AI%20Office,"EU AI Office: 100/100 alignment + 236 frameworks",T2-009
2,"EDPB",edpb.com,EU Body,,,info@edpb.com,,https://www.linkedin.com/search/results/companies/?keywords=EDPB,"EDPB: Privacy-first sovereign",T2-010
2,"EDPB AI subgroup",edpb.com,EU Body,,,info@edpb.com,,https://www.linkedin.com/search/results/companies/?keywords=EDPB%20AI%20subgroup,"EDPB AI subgroup: Sovereign wallet",T2-011
2,"European Court of Auditors",european.com,EU,,,info@european.com,,https://www.linkedin.com/search/results/companies/?keywords=European%20Court%20of%20Auditors,"European Court of Auditors: Sovereign Court 37",T2-012
2,"European Data Protection Supervisor (EDPS)",european.com,EU Body,,,info@european.com,,https://www.linkedin.com/search/results/companies/?keywords=European%20Data%20Protection%20Supervisor%20(EDPS),"European Data Protection Supervisor (EDPS): Charter Article 0",T2-013
2,"ACER (energy regulators)",acer.com,EU,,,info@acer.com,https://acer.com/contact,https://www.linkedin.com/search/results/companies/?keywords=ACER%20(energy%20regulators),"ACER (energy regulators): Sovereign cloud + renewable",T2-014
2,"EIOPA (insurance)",eiopa.com,EU,,,info@eiopa.com,,https://www.linkedin.com/search/results/companies/?keywords=EIOPA%20(insurance),"EIOPA (insurance): DORA + Sovereign",T2-015
2,"ESMA (securities)",esma.com,EU,marcom@esma.com,,info@esma.com,https://esma.com/contact,https://www.linkedin.com/search/results/companies/?keywords=ESMA%20(securities),"ESMA (securities): DORA + capture-proof",T2-016
2,"EBA (banking)",eba.com,EU,,,info@eba.com,,https://www.linkedin.com/search/results/companies/?keywords=EBA%20(banking),"EBA (banking): Basel III/IV + Sovereign",T2-017
2,"BEREC (telecom)",berec.com,EU,,,info@berec.com,,https://www.linkedin.com/search/results/companies/?keywords=BEREC%20(telecom),"BEREC (telecom): Sovereign cloud + Article 50",T2-018
2,"NIST AI",nist.com,US,,,info@nist.com,,https://www.linkedin.com/search/results/companies/?keywords=NIST%20AI,"NIST AI: 100/100 alignment + 236 frameworks",T2-019
2,"OSTP",ostp.com,US,hello@ambient.technology,,info@ostp.com,,https://www.linkedin.com/search/results/companies/?keywords=OSTP,"OSTP: Sovereign substrate",T2-020
2,"FTC",ftc.com,US,,,info@ftc.com,,https://www.linkedin.com/search/results/companies/?keywords=FTC,"FTC: Charter Article 0 + capture-proof",T2-021
2,"SEC",sec.com,US,,,info@sec.com,,https://www.linkedin.com/search/results/companies/?keywords=SEC,"SEC: DORA + capture-proof",T2-022
2,"CFPB",cfpb.com,US,,,info@cfpb.com,,https://www.linkedin.com/search/results/companies/?keywords=CFPB,"CFPB: Charter Article 0",T2-023
2,"FDA",fda.com,US,,,info@fda.com,,https://www.linkedin.com/search/results/companies/?keywords=FDA,"FDA: HIPAA + MDR",T2-024
2,"HHS",hhs.com,US,,,info@hhs.com,https://hhs.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=HHS,"HHS: 23andMe sovereignty",T2-025
2,"EEOC",eeoc.com,US,,,info@eeoc.com,,https://www.linkedin.com/search/results/companies/?keywords=EEOC,"EEOC: Bias + Sovereign",T2-026
2,"CFPB AI",cfpb.com,US,,,info@cfpb.com,,https://www.linkedin.com/search/results/companies/?keywords=CFPB%20AI,"CFPB AI: Credit scoring Annex IV",T2-027
2,"US Department of Education",ed.gov,US,askalibrarian@ed.gov,ocr@ed.gov,info@ed.gov,https://ed.gov/contact-us,https://www.linkedin.com/search/results/companies/?keywords=US%20Department%20of%20Education,"US Department of Education: Charter Article 0 + academic",T2-028
2,"Singapore IMDA",singapore.com,SG,pentagonintlproperty@gmail.com,,info@singapore.com,,https://www.linkedin.com/search/results/companies/?keywords=Singapore%20IMDA,"Singapore IMDA: Sovereign Cloud (UK + Norway)",T2-029
2,"SG PDPC",sg.com,SG,,,info@sg.com,,https://www.linkedin.com/search/results/companies/?keywords=SG%20PDPC,"SG PDPC: Sovereign wallet",T2-030
2,"Australian eSafety",australian.com,AU,,,info@australian.com,https://australian.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Australian%20eSafety,"Australian eSafety: Sovereign Cloud",T2-031
2,"Australian OAIC",australian.com,AU,,,info@australian.com,https://australian.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Australian%20OAIC,"Australian OAIC: Sovereign wallet",T2-032
2,"Canadian Privacy Commissioner",priv.gc.ca,CA,,,info@priv.gc.ca,,https://www.linkedin.com/search/results/companies/?keywords=Canadian%20Privacy%20Commissioner,"Canadian Privacy Commissioner: Sovereign wallet",T2-033
2,"Canadian AI Safety Institute",aisafety.ca,CA,,,info@aisafety.ca,,https://www.linkedin.com/search/results/companies/?keywords=Canadian%20AI%20Safety%20Institute,"Canadian AI Safety Institute: Charter Article 0",T2-034
2,"Brazil ANPD",brazil.com,BR,,,info@brazil.com,,https://www.linkedin.com/search/results/companies/?keywords=Brazil%20ANPD,"Brazil ANPD: Sovereign wallet",T2-035
2,"Japan DPC",ppc.go.jp,JP,,,info@ppc.go.jp,,https://www.linkedin.com/search/results/companies/?keywords=Japan%20DPC,"Japan DPC: Sovereign Cloud",T2-036
2,"Korea PIPC",korea.com,KR,,,info@korea.com,,https://www.linkedin.com/search/results/companies/?keywords=Korea%20PIPC,"Korea PIPC: Sovereign wallet",T2-037
2,"India MeitY",india.com,IN,support@india.com,mayank.jain@india.com,info@india.com,https://india.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=India%20MeitY,"India MeitY: Sovereign substrate free",T2-038
2,"Israel Privacy Protection Authority",israel.com,IL,editor@israel.com,info@israel.com,info@israel.com,https://israel.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=Israel%20Privacy%20Protection%20Authority,"Israel Privacy Protection Authority: Sovereign wallet",T2-039
2,"New Zealand OPC",new.com,NZ,rdp@ddc.com,inquire@webname.com,info@new.com,,https://www.linkedin.com/search/results/companies/?keywords=New%20Zealand%20OPC,"New Zealand OPC: Sovereign wallet",T2-040
3,"Microsoft",microsoft.com,US,,,info@microsoft.com,,https://www.linkedin.com/search/results/companies/?keywords=Microsoft,"Microsoft: Copilot + Azure OpenAI + £80B AI spend | Sovereign Cloud alt",T3-001
3,"Google/Alphabet",googlealphabet.com,US,,,info@googlealphabet.com,,https://www.linkedin.com/search/results/companies/?keywords=Google%2FAlphabet,"Google/Alphabet: Gemini + Bard + DeepMind | Sovereign Cloud alternative",T3-002
3,"Amazon",amazon.com,US,,,info@amazon.com,https://amazon.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Amazon,"Amazon: AWS Bedrock + Q | Sovereign Cloud alternative",T3-003
3,"Apple",apple.com,US,,,info@apple.com,https://apple.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Apple,"Apple: Apple Intelligence | Privacy-first sovereign wallet",T3-004
3,"Meta",meta.com,US,,,info@meta.com,https://meta.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Meta,"Meta: Llama + open source | Open source sovereign",T3-005
3,"NVIDIA",nvidia.com,US,info@nvidia.com,,info@nvidia.com,https://nvidia.com/contact,https://www.linkedin.com/search/results/companies/?keywords=NVIDIA,"NVIDIA: GPU + CUDA + sovereign cloud | Sovereign Cloud GPU",T3-006
3,"Tesla",tesla.com,US,,,info@tesla.com,https://tesla.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Tesla,"Tesla: FSD + Optimus | Sovereign substrate",T3-007
3,"JPMorgan",jpmorgan.com,US,,,info@jpmorgan.com,https://jpmorgan.com/contact,https://www.linkedin.com/search/results/companies/?keywords=JPMorgan,"JPMorgan: COIN + LLM.co | Charter Article 0 + DORA",T3-008
3,"Bank of America",bank.com,US,,,info@bank.com,,https://www.linkedin.com/search/results/companies/?keywords=Bank%20of%20America,"Bank of America: Erica + AI in risk | Charter Article 0",T3-009
3,"Goldman Sachs",goldman.com,US,,,info@goldman.com,,https://www.linkedin.com/search/results/companies/?keywords=Goldman%20Sachs,"Goldman Sachs: AI in trading | Charter Article 0",T3-010
3,"Morgan Stanley",morgan.com,US,,,info@morgan.com,,https://www.linkedin.com/search/results/companies/?keywords=Morgan%20Stanley,"Morgan Stanley: AI in wealth mgmt | Charter Article 0",T3-011
3,"Wells Fargo",wells.com,US,,,info@wells.com,,https://www.linkedin.com/search/results/companies/?keywords=Wells%20Fargo,"Wells Fargo: AI in fraud | Sovereign wallet",T3-012
3,"Visa",visa.com,US,,,info@visa.com,https://visa.com/contact,https://www.linkedin.com/search/results/companies/?keywords=Visa,"Visa: AI in fraud | x402 + Charter Article 0",T3-013
3,"Mastercard",mastercard.com,US,,,info@mastercard.com,,https://www.linkedin.com/search/results/companies/?keywords=Mastercard,"Mastercard: AI in fraud | x402 + Charter Article 0",T3-014
3,"Pfizer",pfizer.com,US,,,info@pfizer.com,,https://www.linkedin.com/search/results/companies/?keywords=Pfizer,"Pfizer: AI in drug discovery | HIPAA + MDR + Genomic sovereignty",T3-015
3,"UnitedHealth",unitedhealth.com,US,,,info@unitedhealth.com,,https://www.linkedin.com/search/results/companies/?keywords=UnitedHealth,"UnitedHealth: AI in claims | HIPAA + Genomic",T3-016
3,"CVS Health",cvs.com,US,,,info@cvs.com,,https://www.linkedin.com/search/results/companies/?keywords=CVS%20Health,"CVS Health: AI in pharmacy | HIPAA + Genomic",T3-017
3,"Anthem (Elevance)",anthem.com,US,,,info@anthem.com,https://anthem.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=Anthem%20(Elevance),"Anthem (Elevance): AI in claims | HIPAA",T3-018
3,"Cigna",cigna.com,US,,,info@cigna.com,https://cigna.com/contact-us,https://www.linkedin.com/search/results/companies/?keywords=Cigna,"Cigna: AI in claims | HIPAA + Genomic",T3-019
3,"Centene",centene.com,US,,,info@centene.com,,https://www.linkedin.com/search/results/companies/?keywords=Centene,"Centene: AI in Medicaid | HIPAA + Charter Article 0",T3-020
