name,package,description,tier,price_gbp_monthly,sectors,registry_url,endpoint,github_url,install_command,mcp_run_command
ai-ops-mcp,ai-ops-mcp,Ai Ops — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/ai-ops-mcp/,https://csoai.org/mcp/ai-ops-mcp,https://github.com/CSOAI-ORG/ai-ops-mcp,pip install ai-ops-mcp,python -m ai_ops_mcp
ai-reflection-mcp,ai-reflection-mcp,Ai Reflection — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/ai-reflection-mcp/,https://csoai.org/mcp/ai-reflection-mcp,https://github.com/CSOAI-ORG/ai-reflection-mcp,pip install ai-reflection-mcp,python -m ai_reflection_mcp
ai-self-audit-mcp,ai-self-audit-mcp,Ai Self Audit — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: High-Value Pack (£99/mo). Sectors: legal. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,hvp,79,legal,https://pypi.org/project/ai-self-audit-mcp/,https://csoai.org/mcp/ai-self-audit-mcp,https://github.com/CSOAI-ORG/ai-self-audit-mcp,pip install ai-self-audit-mcp,python -m ai_self_audit_mcp
airspace-monitor-mcp,airspace-monitor-mcp,Airspace Monitor — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/airspace-monitor-mcp/,https://csoai.org/mcp/airspace-monitor-mcp,https://github.com/CSOAI-ORG/airspace-monitor-mcp,pip install airspace-monitor-mcp,python -m airspace_monitor_mcp
aml-ai-mcp,aml-ai-mcp,Aml Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: finance. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,finance,https://pypi.org/project/aml-ai-mcp/,https://csoai.org/mcp/aml-ai-mcp,https://github.com/CSOAI-ORG/aml-ai-mcp,pip install aml-ai-mcp,python -m aml_ai_mcp
api-docs-generator-ai-mcp,api-docs-generator-ai-mcp,Api Docs Generator Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/api-docs-generator-ai-mcp/,https://csoai.org/mcp/api-docs-generator-ai-mcp,https://github.com/CSOAI-ORG/api-docs-generator-ai-mcp,pip install api-docs-generator-ai-mcp,python -m api_docs_generator_ai_mcp
api-tester-ai-mcp,api-tester-ai-mcp,Api Tester Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Mid-Value Pack (£29/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,mvp,29,general,https://pypi.org/project/api-tester-ai-mcp/,https://csoai.org/mcp/api-tester-ai-mcp,https://github.com/CSOAI-ORG/api-tester-ai-mcp,pip install api-tester-ai-mcp,python -m api_tester_ai_mcp
ascii-art-ai-mcp,ascii-art-ai-mcp,Ascii Art Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/ascii-art-ai-mcp/,https://csoai.org/mcp/ascii-art-ai-mcp,https://github.com/CSOAI-ORG/ascii-art-ai-mcp,pip install ascii-art-ai-mcp,python -m ascii_art_ai_mcp
backup-ai-mcp,backup-ai-mcp,Backup Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/backup-ai-mcp/,https://csoai.org/mcp/backup-ai-mcp,https://github.com/CSOAI-ORG/backup-ai-mcp,pip install backup-ai-mcp,python -m backup_ai_mcp
basel-ai-overlay-mcp,basel-ai-overlay-mcp,Basel Ai Overlay — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/basel-ai-overlay-mcp/,https://csoai.org/mcp/basel-ai-overlay-mcp,https://github.com/CSOAI-ORG/basel-ai-overlay-mcp,pip install basel-ai-overlay-mcp,python -m basel_ai_overlay_mcp
bft-governance-mcp,bft-governance-mcp,Bft Governance — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/bft-governance-mcp/,https://csoai.org/mcp/bft-governance-mcp,https://github.com/CSOAI-ORG/bft-governance-mcp,pip install bft-governance-mcp,python -m bft_governance_mcp
bft-progress-council-mcp,bft-progress-council-mcp,Bft Progress Council — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/bft-progress-council-mcp/,https://csoai.org/mcp/bft-progress-council-mcp,https://github.com/CSOAI-ORG/bft-progress-council-mcp,pip install bft-progress-council-mcp,python -m bft_progress_council_mcp
bias-detection-mcp,bias-detection-mcp,Bias Detection — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/bias-detection-mcp/,https://csoai.org/mcp/bias-detection-mcp,https://github.com/CSOAI-ORG/bias-detection-mcp,pip install bias-detection-mcp,python -m bias_detection_mcp
blockchain-ai-mcp,blockchain-ai-mcp,Blockchain Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/blockchain-ai-mcp/,https://csoai.org/mcp/blockchain-ai-mcp,https://github.com/CSOAI-ORG/blockchain-ai-mcp,pip install blockchain-ai-mcp,python -m blockchain_ai_mcp
blockchain-verification-mcp,blockchain-verification-mcp,Blockchain Verification — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/blockchain-verification-mcp/,https://csoai.org/mcp/blockchain-verification-mcp,https://github.com/CSOAI-ORG/blockchain-verification-mcp,pip install blockchain-verification-mcp,python -m blockchain_verification_mcp
budget-planner-ai-mcp,budget-planner-ai-mcp,Budget Planner Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/budget-planner-ai-mcp/,https://csoai.org/mcp/budget-planner-ai-mcp,https://github.com/CSOAI-ORG/budget-planner-ai-mcp,pip install budget-planner-ai-mcp,python -m budget_planner_ai_mcp
c2pa-watermark-mcp,c2pa-watermark-mcp,C2Pa Watermark — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/c2pa-watermark-mcp/,https://csoai.org/mcp/c2pa-watermark-mcp,https://github.com/CSOAI-ORG/c2pa-watermark-mcp,pip install c2pa-watermark-mcp,python -m c2pa_watermark_mcp
calendar-ai-mcp,calendar-ai-mcp,Calendar Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/calendar-ai-mcp/,https://csoai.org/mcp/calendar-ai-mcp,https://github.com/CSOAI-ORG/calendar-ai-mcp,pip install calendar-ai-mcp,python -m calendar_ai_mcp
canada-aida-ai-mcp,canada-aida-ai-mcp,Canada Aida Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/canada-aida-ai-mcp/,https://csoai.org/mcp/canada-aida-ai-mcp,https://github.com/CSOAI-ORG/canada-aida-ai-mcp,pip install canada-aida-ai-mcp,python -m canada_aida_ai_mcp
care-home-cqc-mcp,care-home-cqc-mcp,Care Home Cqc — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: healthcare. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,healthcare,https://pypi.org/project/care-home-cqc-mcp/,https://csoai.org/mcp/care-home-cqc-mcp,https://github.com/CSOAI-ORG/care-home-cqc-mcp,pip install care-home-cqc-mcp,python -m care_home_cqc_mcp
care-home-scheduling-mcp,care-home-scheduling-mcp,Care Home Scheduling — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: healthcare. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,healthcare,https://pypi.org/project/care-home-scheduling-mcp/,https://csoai.org/mcp/care-home-scheduling-mcp,https://github.com/CSOAI-ORG/care-home-scheduling-mcp,pip install care-home-scheduling-mcp,python -m care_home_scheduling_mcp
care-membrane-mcp,care-membrane-mcp,Care Membrane — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: healthcare. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,healthcare,https://pypi.org/project/care-membrane-mcp/,https://csoai.org/mcp/care-membrane-mcp,https://github.com/CSOAI-ORG/care-membrane-mcp,pip install care-membrane-mcp,python -m care_membrane_mcp
changelog-ai-mcp,changelog-ai-mcp,Changelog Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/changelog-ai-mcp/,https://csoai.org/mcp/changelog-ai-mcp,https://github.com/CSOAI-ORG/changelog-ai-mcp,pip install changelog-ai-mcp,python -m changelog_ai_mcp
chas-elite-prep-mcp,chas-elite-prep-mcp,Chas Elite Prep — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/chas-elite-prep-mcp/,https://csoai.org/mcp/chas-elite-prep-mcp,https://github.com/CSOAI-ORG/chas-elite-prep-mcp,pip install chas-elite-prep-mcp,python -m chas_elite_prep_mcp
churn-predictor-ai-mcp,churn-predictor-ai-mcp,Churn Predictor Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/churn-predictor-ai-mcp/,https://csoai.org/mcp/churn-predictor-ai-mcp,https://github.com/CSOAI-ORG/churn-predictor-ai-mcp,pip install churn-predictor-ai-mcp,python -m churn_predictor_ai_mcp
ci-cd-generator-ai-mcp,ci-cd-generator-ai-mcp,Ci Cd Generator Ai — CSOAI / MEOK AI Labs Layer 0 compliance MCP server. Tier: Low-Value Pack (£9/mo). Sectors: general. EU AI Act / NIST AI RMF / ISO 42001 cross-framework support. HMAC-signed attestations via proofof.ai.,lvp,9,general,https://pypi.org/project/ci-cd-generator-ai-mcp/,https://csoai.org/mcp/ci-cd-generator-ai-mcp,https://github.com/CSOAI-ORG/ci-cd-generator-ai-mcp,pip install ci-cd-generator-ai-mcp,python -m ci_cd_generator_ai_mcp
